FOLIO,P3_5,Ingreso mensual por trabajo,Registra ingresos y gastos,Anotaciones de gastos,Dinero separado para pagos y gastos diarios,Ingreso suficiente para cubrir gastos desde julio 2020,Préstamos a conocidos,Uso de ahorros,Reducción de gastos,Venta o empeño de bienes,Adelanto salarial/trabajo extra,Uso de tarjeta de crédito o préstamo bancario,Cursos sobre ahorro y presupuestos,Conocimiento básico de inflación,Enfoque en el presente,Gasto del dinero,Revisión detallada del dinero,Optimismo económico,Dinero suficiente para gastos,Tranquilidad financiera,Cuenta de ahorro,Ahorro en cuenta,Seguro,SEXO,EDAD,GRUPO_EDAD,Grupo_Ingreso
9634,Trabajó por lo menos una hora,1500.0,Sí,Sí,Sí,No,No,No,Sí,No,No,No,No,Verdadera,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No sabe,Mujer,24,18-30,+1k
9635,Trabajó por lo menos una hora,,Sí,Sí,Sí,No,No,Sí,Sí,No,No,No,No,Verdadera,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,No,,No,Hombre,20,18-30,
9636,No trabajó,,No,No,Sí,Sí,,,,,,,No,No sabe,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,No,,No,Mujer,24,18-30,
9637,Trabajó por lo menos una hora,2500.0,No,No,No,Sí,,,,,,,No,Verdadera,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,No,,No,Hombre,48,31-50,+1k
9638,Trabajó por lo menos una hora,500.0,No,No,No,No,Sí,No,No,No,No,No,No,Verdadera,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,No,,No,Mujer,36,31-50,0-1k
9639,Trabajó por lo menos una hora,4500.0,Sí,Sí,Sí,Sí,,,,,,,No,Verdadera,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Sí,Sí,No,Mujer,40,31-50,+1k
9640,Trabajó por lo menos una hora,10000.0,Sí,Sí,Sí,Sí,,,,,,,No,Verdadera,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No,,No,Mujer,31,31-50,+10k
9641,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,250.0,Sí,No,Sí,No,Sí,Sí,Sí,Sí,No,No,No,Verdadera,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Mujer,45,31-50,0-1k
9642,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,,No,No,No,Sí,,,,,,,No,Verdadera,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No,,No,Mujer,68,51-70,
9643,Trabajó por lo menos una hora,1200.0,Sí,Sí,Sí,No,Sí,Sí,Sí,No,Sí,No,No,Verdadera,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,No,,No,Mujer,30,31-50,+1k
9644,Trabajó por lo menos una hora,4000.0,Sí,Sí,Sí,Sí,,,,,,,No,Verdadera,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No,,No,Hombre,41,31-50,+1k
9645,Trabajó por lo menos una hora,10600.0,Sí,Sí,Sí,Sí,,,,,,,No,Verdadera,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,Sí,Sí,Sí,Mujer,33,31-50,+10k
9646,Trabajó por lo menos una hora,20000.0,Sí,Sí,Sí,Sí,,,,,,,Sí,Verdadera,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Sí,Sí,No,Mujer,38,31-50,+20k
9647,Trabajó por lo menos una hora,20000.0,No,No,Sí,Sí,,,,,,,No,Verdadera,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No,,Sí,Hombre,36,31-50,+20k
9648,Trabajó por lo menos una hora,12000.0,No,No,Sí,No,No,No,Sí,No,No,No,No,Verdadera,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,No,,Sí,Mujer,38,31-50,+10k
9649,Trabajó por lo menos una hora,8000.0,No,No,No,No,Sí,Sí,Sí,No,Sí,No,No,Verdadera,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Hombre,52,51-70,+5k
9650,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,,No,No,Sí,No,Sí,No,Sí,No,No,No,No,Verdadera,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,No,,No,Mujer,70,71+,
9651,Trabajó por lo menos una hora,500.0,No,No,Sí,No,Sí,Sí,Sí,No,No,No,No,Verdadera,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,No,,No,Mujer,34,31-50,0-1k
9652,Es jubilada(o) o pensionada(o),,No,No,Sí,Sí,,,,,,,No,Verdadera,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,No,,No,Hombre,72,71+,
9653,Es estudiante,,Sí,Sí,Sí,Sí,,,,,,,No,Verdadera,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Sí,No,Sí,Mujer,26,18-30,
9654,Es jubilada(o) o pensionada(o),,Sí,No,Sí,Sí,,,,,,,No,Verdadera,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,No,,Sí,Hombre,71,71+,
9655,Está incapacitada(o) permanentemente para trabajar,,No,No,No,Sí,,,,,,,No,No sabe,En desacuerdo,De acuerdo,No sabe,No sabe,En desacuerdo,En desacuerdo,No,,No,Mujer,91,71+,
9656,Es jubilada(o) o pensionada(o),,Sí,Sí,Sí,Sí,,,,,,,No,Verdadera,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Sí,Sí,No,Mujer,59,51-70,
9657,Trabajó por lo menos una hora,10000.0,Sí,Sí,Sí,No,Sí,No,Sí,Sí,No,Sí,No,Verdadera,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,No,,Sí,Mujer,54,51-70,+10k
9658,Es estudiante,,No,No,Sí,No,Sí,No,Sí,No,No,No,No,Verdadera,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,No,,No,Hombre,18,18-30,
9659,Trabajó por lo menos una hora,0.0,No,No,No,No,Sí,Sí,Sí,No,No,No,No,Verdadera,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,No,,Sí,Mujer,60,51-70,No recibe ingresos
9660,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,,No,Sí,No,No,No,No,Sí,No,No,No,No,Verdadera,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,Sí,Hombre,42,31-50,
9661,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,,No,No,Sí,Sí,,,,,,,No,Verdadera,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No,,No,Mujer,63,51-70,
9662,Trabajó por lo menos una hora,3000.0,No,No,No,No,No,Sí,Sí,No,No,No,No,Verdadera,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,No,,No,Mujer,41,31-50,+1k
9663,No trabajó,,Sí,Sí,No,Sí,,,,,,,No,Verdadera,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,No,,No,Mujer,87,71+,
9664,Es jubilada(o) o pensionada(o),,Sí,Sí,Sí,No,No,No,No,No,No,No,No,Verdadera,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,No,,No,Mujer,78,71+,
9665,Es jubilada(o) o pensionada(o),150.0,No,No,No,No,No,Sí,Sí,No,No,No,No,Verdadera,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Mujer,73,71+,0-1k
9666,Trabajó por lo menos una hora,2000.0,No,No,Sí,No,No,Sí,Sí,No,No,No,No,Verdadera,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,No,,Sí,Mujer,52,51-70,+1k
9667,Es jubilada(o) o pensionada(o),,No,No,Sí,No,Sí,No,Sí,Sí,Sí,Sí,No,Verdadera,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,Sí,Mujer,67,51-70,
9668,Trabajó por lo menos una hora,10000.0,No,No,Sí,Sí,,,,,,,Sí,Verdadera,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Sí,Sí,No,Hombre,35,31-50,+10k
9669,Trabajó por lo menos una hora,10000.0,No,No,Sí,Sí,,,,,,,No,Verdadera,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Sí,Sí,No,Hombre,50,51-70,+10k
9670,Trabajó por lo menos una hora,99888.0,No,No,Sí,Sí,,,,,,,No,Verdadera,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Sí,Sí,Sí,Hombre,34,31-50,No responde
9671,Trabajó por lo menos una hora,20000.0,Sí,Sí,Sí,Sí,,,,,,,No,Verdadera,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,No,,Sí,Hombre,27,18-30,+20k
9672,Es jubilada(o) o pensionada(o),,No,No,Sí,Sí,,,,,,,No,Verdadera,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,No,,No,Hombre,68,51-70,
9673,Es jubilada(o) o pensionada(o),,No,No,Sí,Sí,,,,,,,No,Verdadera,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,No,,Sí,Hombre,69,51-70,
9674,Trabajó por lo menos una hora,1250.0,No,No,No,No,Sí,No,Sí,No,No,No,No,Verdadera,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,No,,No,Mujer,47,31-50,+1k
9675,Trabajó por lo menos una hora,1200.0,No,No,Sí,No,Sí,Sí,No,No,Sí,No,No,Verdadera,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Mujer,20,18-30,+1k
9676,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,,Sí,Sí,Sí,Sí,,,,,,,No,Verdadera,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Sí,Sí,No,Mujer,36,31-50,
9677,Trabajó por lo menos una hora,4200.0,Sí,No,Sí,Sí,,,,,,,No,Verdadera,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,No,,No,Mujer,48,31-50,+1k
9678,Trabajó por lo menos una hora,2500.0,No,No,Sí,Sí,,,,,,,No,Verdadera,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,Hombre,41,31-50,+1k
9679,Trabajó por lo menos una hora,4000.0,Sí,Sí,Sí,Sí,,,,,,,Sí,Verdadera,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Sí,Sí,No,Mujer,28,18-30,+1k
9680,Trabajó por lo menos una hora,4000.0,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,Sí,Verdadera,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Sí,No,No,Mujer,38,31-50,+1k
9681,No trabajó,,No,No,Sí,No,Sí,Sí,Sí,No,No,No,No,Verdadera,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,No,,No,Mujer,71,71+,
9682,Trabajó por lo menos una hora,1500.0,No,No,Sí,Sí,,,,,,,No,Verdadera,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,No,,No,Hombre,19,18-30,+1k
9683,Trabajó por lo menos una hora,11000.0,No,No,Sí,No,Sí,Sí,Sí,No,No,No,No,Verdadera,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Hombre,42,31-50,+10k
9684,Trabajó por lo menos una hora,12.0,No,No,Sí,No,Sí,No,No,Sí,Sí,Sí,No,Verdadera,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,Sí,Mujer,39,31-50,0-1k
9685,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,,No,No,Sí,Sí,,,,,,,No,Verdadera,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No,,No,Mujer,67,51-70,
9686,No trabajó,,No,No,No,Sí,,,,,,,No,Verdadera,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,No,,No,Hombre,82,71+,
9687,Trabajó por lo menos una hora,10000.0,Sí,Sí,Sí,Sí,,,,,,,No,Verdadera,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,No,,No,Mujer,24,18-30,+10k
9688,Trabajó por lo menos una hora,3300.0,Sí,Sí,Sí,Sí,,,,,,,No,Verdadera,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,No,,Sí,Mujer,19,18-30,+1k
9689,Trabajó por lo menos una hora,9000.0,No,No,No,No,No,No,No,No,Sí,No,No,Verdadera,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No,,No,Hombre,51,51-70,+5k
9690,Trabajó por lo menos una hora,4000.0,No,Sí,Sí,No,Sí,Sí,Sí,No,No,No,No,Verdadera,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,No,,No,Hombre,25,18-30,+1k
9691,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,,No,No,Sí,Sí,,,,,,,No,Verdadera,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,No,,No,Mujer,50,51-70,
9692,Buscó trabajo,,No,No,No,Sí,,,,,,,No,Verdadera,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,No,,No,Hombre,20,18-30,
9693,Trabajó por lo menos una hora,1500.0,No,No,Sí,Sí,,,,,,,No,Verdadera,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,No,,No,Hombre,38,31-50,+1k
9694,Es estudiante,,Sí,Sí,Sí,Sí,,,,,,,No,Verdadera,En desacuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,No,,No,Mujer,21,18-30,
9695,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,,No,No,No,Sí,,,,,,,No,Verdadera,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,No,,Sí,Mujer,42,31-50,
9696,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,,No,No,Sí,Sí,,,,,,,No,Falsa,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No,,No,Mujer,23,18-30,
9697,Trabajó por lo menos una hora,1200.0,No,No,Sí,Sí,,,,,,,No,Verdadera,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No,,No,Mujer,49,31-50,+1k
9698,Trabajó por lo menos una hora,1200.0,No,No,Sí,No,No,Sí,Sí,No,No,No,No,Verdadera,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,No,,No,Hombre,19,18-30,+1k
9699,Trabajó por lo menos una hora,1000.0,Sí,Sí,Sí,Sí,,,,,,,No,Verdadera,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,Sí,Sí,No,Mujer,42,31-50,+1k
9700,Trabajó por lo menos una hora,3500.0,No,No,Sí,No,No,Sí,Sí,No,No,No,No,Verdadera,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,No,,No,Hombre,50,51-70,+1k
9701,Es jubilada(o) o pensionada(o),,No,No,No,No,Sí,Sí,Sí,Sí,No,No,No,Verdadera,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No,,No,Hombre,56,51-70,
9702,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,,No,No,No,Sí,,,,,,,No,Verdadera,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Sí,Sí,No,Mujer,47,31-50,
9703,Trabajó por lo menos una hora,1200.0,No,No,Sí,Sí,,,,,,,No,Verdadera,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Mujer,40,31-50,+1k
9704,Es jubilada(o) o pensionada(o),,Sí,No,No,Sí,,,,,,,No,Verdadera,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,No,,Sí,Hombre,68,51-70,
9705,Es jubilada(o) o pensionada(o),,No,No,No,Sí,,,,,,,No,Verdadera,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Sí,No,Sí,Mujer,62,51-70,
9706,Trabajó por lo menos una hora,4000.0,No,Sí,Sí,Sí,,,,,,,No,Verdadera,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,No,,Sí,Mujer,26,18-30,+1k
9707,Trabajó por lo menos una hora,30000.0,No,No,Sí,Sí,,,,,,,Sí,Verdadera,En desacuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,No,,Sí,Hombre,52,51-70,+30k
9708,Trabajó por lo menos una hora,2000.0,No,No,No,Sí,,,,,,,No,No sabe,De acuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,No,,No,Hombre,56,51-70,+1k
9709,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,,No,No,No,No,No,No,No,No,No,No,No,Verdadera,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,No,,No,Mujer,18,18-30,
9710,Es estudiante,,No,No,No,Sí,,,,,,,No,No sabe,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Sí,No,No,Mujer,18,18-30,
9711,Trabajó por lo menos una hora,2600.0,No,No,Sí,Sí,,,,,,,No,Verdadera,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,No,,No,Hombre,34,31-50,+1k
9712,Trabajó por lo menos una hora,500.0,No,No,No,No,No,No,Sí,No,No,No,No,Verdadera,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No,,No,Mujer,56,51-70,0-1k
9712,Trabajó por lo menos una hora,,No,No,Sí,No,No,No,Sí,No,No,No,No,Verdadera,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,No,,No,Hombre,42,31-50,
9713,Trabajó por lo menos una hora,2700.0,No,No,Sí,No,Sí,Sí,Sí,No,Sí,No,No,Verdadera,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No,,No,Hombre,42,31-50,+1k
9714,Es estudiante,,No,No,Sí,No,Sí,Sí,Sí,No,No,No,No,Verdadera,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No,,No,Hombre,18,18-30,
9715,Trabajó por lo menos una hora,22000.0,Sí,Sí,Sí,Sí,,,,,,,Sí,Verdadera,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No,,Sí,Hombre,55,51-70,+20k
9716,Trabajó por lo menos una hora,3000.0,Sí,Sí,Sí,Sí,,,,,,,Sí,Falsa,En desacuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,No,,Sí,Mujer,31,31-50,+1k
9717,Trabajó por lo menos una hora,1700.0,No,No,Sí,Sí,,,,,,,No,Verdadera,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,No,,No,Mujer,36,31-50,+1k
9718,Trabajó por lo menos una hora,1800.0,No,No,Sí,No,Sí,No,Sí,No,Sí,Sí,No,Verdadera,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Hombre,37,31-50,+1k
9719,Trabajó por lo menos una hora,1750.0,No,No,Sí,Sí,,,,,,,No,Verdadera,En desacuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,No,,No,Hombre,48,31-50,+1k
9720,Trabajó por lo menos una hora,0.0,No,No,Sí,Sí,,,,,,,No,Verdadera,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,No,,No,Hombre,25,18-30,No recibe ingresos
9721,Trabajó por lo menos una hora,1200.0,Sí,No,Sí,Sí,,,,,,,No,No sabe,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No,,No,Mujer,19,18-30,+1k
9722,Trabajó por lo menos una hora,4800.0,No,No,Sí,Sí,,,,,,,No,No sabe,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,No,,No,Mujer,44,31-50,+1k
9723,Trabajó por lo menos una hora,3600.0,No,No,Sí,Sí,,,,,,,No,No sabe,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No,,No,Mujer,32,31-50,+1k
9724,Trabajó por lo menos una hora,0.0,No,No,No,No,Sí,No,Sí,Sí,Sí,No,No,Verdadera,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,No,,No,Mujer,44,31-50,No recibe ingresos
9725,Trabajó por lo menos una hora,14000.0,Sí,Sí,Sí,Sí,,,,,,,No,Verdadera,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Sí,Sí,No,Hombre,33,31-50,+10k
9726,Trabajó por lo menos una hora,2100.0,No,No,No,No,Sí,No,Sí,No,No,No,No,Verdadera,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,No,,No,Mujer,65,51-70,+1k
9727,Trabajó por lo menos una hora,1500.0,No,Sí,Sí,Sí,,,,,,,No,Verdadera,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,No,,Sí,Mujer,18,18-30,+1k
9728,Trabajó por lo menos una hora,1050.0,No,No,Sí,No,Sí,No,Sí,No,No,No,No,Falsa,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Mujer,47,31-50,+1k
9729,Trabajó por lo menos una hora,1250.0,Sí,Sí,Sí,Sí,,,,,,,No,Verdadera,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Sí,Sí,No,Mujer,52,51-70,+1k
9730,Trabajó por lo menos una hora,99888.0,No,No,Sí,Sí,,,,,,,No,Verdadera,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No,,No,Mujer,20,18-30,No responde
9731,Trabajó por lo menos una hora,4000.0,Sí,Sí,Sí,Sí,,,,,,,Sí,Verdadera,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,No,,Sí,Hombre,48,31-50,+1k
